"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jul 06 21:14:40 GMT 2023","Thu Jul 06 21:14:47 GMT 2023","7105","tests","test_navigation_menu","Tests","","","test_go_to_our_menu_page[setup_browser_firefox]",""
"broken","Thu Jul 06 21:12:56 GMT 2023","Thu Jul 06 21:13:02 GMT 2023","5756","tests","test_cart_functionality","","","","test_check_prices[setup_browser_firefox]",""
"broken","Thu Jul 06 21:14:38 GMT 2023","Thu Jul 06 21:14:48 GMT 2023","10175","tests","test_footer_functionality","","","","test_footer_link_to_contacts[setup_browser_firefox-https://impresso-expresso.netlify.app/contact]",""
"broken","Thu Jul 06 21:12:56 GMT 2023","Thu Jul 06 21:13:03 GMT 2023","7406","tests","test_cart_functionality","","","","test_check_company_name[setup_browser_firefox]",""
"passed","Mon May 08 09:32:38 GMT 2023","Mon May 08 09:32:41 GMT 2023","2305","tests","test_navigation_menu","Tests","","","test_go_to_products_page",""
"broken","Thu Jul 06 21:13:57 GMT 2023","Thu Jul 06 21:14:04 GMT 2023","7051","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_firefox-https://impresso-expresso.netlify.app/products]",""
"passed","Mon May 08 09:36:19 GMT 2023","Mon May 08 09:36:25 GMT 2023","5589","tests","test_footer_functionality","","","","test_footer_link_to_contacts[https://impresso-expresso.netlify.app/products]",""
"passed","Mon May 08 09:36:11 GMT 2023","Mon May 08 09:36:16 GMT 2023","5839","tests","test_footer_functionality","","","","test_footer_link_to_contacts[https://impresso-expresso.netlify.app/menu]",""
"broken","Thu Jul 06 21:13:09 GMT 2023","Thu Jul 06 21:13:15 GMT 2023","6263","tests","test_cart_functionality","","","","test_check_phone[setup_browser_firefox]",""
"broken","Thu Jul 06 21:13:31 GMT 2023","Thu Jul 06 21:13:36 GMT 2023","4936","tests","test_cart_functionality","","","","test_check_country[setup_browser_firefox]",""
"broken","Thu Jul 06 21:13:59 GMT 2023","Thu Jul 06 21:14:03 GMT 2023","4007","tests","test_footer_functionality","","","","test_footer_link_to_info[setup_browser_chrome-https://impresso-expresso.netlify.app/about]",""
"passed","Mon May 08 09:33:35 GMT 2023","Mon May 08 09:33:41 GMT 2023","5270","tests","test_footer_functionality","","","","test_footer_link_to_home[https://impresso-expresso.netlify.app/about]",""
"broken","Thu Jul 06 21:12:43 GMT 2023","Thu Jul 06 21:12:45 GMT 2023","1935","tests","test_about_us_page","","","","test_check_block_3[setup_browser_chrome]",""
"broken","Thu Jul 06 21:13:33 GMT 2023","Thu Jul 06 21:13:37 GMT 2023","3898","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_chrome-https://impresso-expresso.netlify.app/menu]",""
"broken","Thu Jul 06 21:15:13 GMT 2023","Thu Jul 06 21:15:15 GMT 2023","2198","tests","test_our_menu_page","","","","test_check_burritos_button[setup_browser_chrome]",""
"broken","Thu Jul 06 21:12:44 GMT 2023","Thu Jul 06 21:12:52 GMT 2023","7663","tests","test_cart_functionality","","","","test_next_step[setup_browser_firefox]",""
"broken","Thu Jul 06 21:14:29 GMT 2023","Thu Jul 06 21:14:38 GMT 2023","9146","tests","test_footer_functionality","","","","test_footer_link_to_contacts[setup_browser_firefox-https://impresso-expresso.netlify.app/menu]",""
"passed","Mon May 08 09:33:07 GMT 2023","Mon May 08 09:33:12 GMT 2023","5480","tests","test_footer_functionality","","","","test_footer_link_to_home[https://impresso-expresso.netlify.app/menu]",""
"broken","Thu Jul 06 21:14:52 GMT 2023","Thu Jul 06 21:14:59 GMT 2023","7611","tests","test_navigation_menu","Tests","","","test_go_to_cart_page[setup_browser_firefox]",""
"broken","Thu Jul 06 21:14:50 GMT 2023","Thu Jul 06 21:14:52 GMT 2023","2074","tests","test_navigation_menu","Tests","","","test_go_to_products_page[setup_browser_chrome]",""
"broken","Thu Jul 06 21:14:05 GMT 2023","Thu Jul 06 21:14:13 GMT 2023","7689","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_firefox-https://impresso-expresso.netlify.app/about]",""
"broken","Thu Jul 06 21:13:47 GMT 2023","Thu Jul 06 21:13:55 GMT 2023","8264","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_firefox-https://impresso-expresso.netlify.app/menu]",""
"passed","Mon May 08 09:34:34 GMT 2023","Mon May 08 09:34:40 GMT 2023","5899","tests","test_footer_functionality","","","","test_footer_link_to_products[https://impresso-expresso.netlify.app/]",""
"broken","Thu Jul 06 21:14:24 GMT 2023","Thu Jul 06 21:14:28 GMT 2023","4029","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_chrome-https://impresso-expresso.netlify.app/]",""
"passed","Mon May 08 09:35:42 GMT 2023","Mon May 08 09:35:48 GMT 2023","5841","tests","test_footer_functionality","","","","test_footer_link_to_info[https://impresso-expresso.netlify.app/about]",""
"broken","Thu Jul 06 21:15:12 GMT 2023","Thu Jul 06 21:15:19 GMT 2023","7351","tests","test_our_menu_page","","","","test_check_salads_button[setup_browser_firefox]",""
"broken","Thu Jul 06 21:14:36 GMT 2023","Thu Jul 06 21:14:42 GMT 2023","6266","tests","test_navigation_menu","Tests","","","test_menu_is_visible[setup_browser_firefox]",""
"broken","Thu Jul 06 21:14:07 GMT 2023","Thu Jul 06 21:14:11 GMT 2023","3998","tests","test_footer_functionality","","","","test_footer_link_to_contacts[setup_browser_chrome-https://impresso-expresso.netlify.app/products]",""
"broken","Thu Jul 06 21:14:11 GMT 2023","Thu Jul 06 21:14:15 GMT 2023","3947","tests","test_footer_functionality","","","","test_footer_link_to_contacts[setup_browser_chrome-https://impresso-expresso.netlify.app/about]",""
"broken","Thu Jul 06 21:12:20 GMT 2023","Thu Jul 06 21:12:27 GMT 2023","7629","tests","test_about_us_page","","","","test_check_block_1[setup_browser_firefox]",""
"broken","Thu Jul 06 21:12:18 GMT 2023","Thu Jul 06 21:12:20 GMT 2023","2143","tests","test_cart_functionality","","","","test_check_street_address[setup_browser_chrome]",""
"broken","Thu Jul 06 21:15:15 GMT 2023","Thu Jul 06 21:15:17 GMT 2023","2116","tests","test_our_menu_page","","","","test_check_tea_button[setup_browser_chrome]",""
