"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 09 21:20:12 GMT 2023","Tue May 09 21:20:18 GMT 2023","5258","tests","test_navigation_menu","Tests","","","test_go_to_about_page[setup_browser_chrome]",""
"passed","Tue May 09 21:20:39 GMT 2023","Tue May 09 21:20:48 GMT 2023","8634","tests","test_our_menu_page","","","","test_check_breakfast_sandwiches_button[setup_browser_chrome]",""
"passed","Tue May 09 21:12:34 GMT 2023","Tue May 09 21:12:48 GMT 2023","14070","tests","test_about_us_page","","","","test_check_block_5[setup_browser_firefox]",""
"passed","Tue May 09 21:15:26 GMT 2023","Tue May 09 21:15:32 GMT 2023","5953","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_chrome-https://impresso-expresso.netlify.app/products]",""
"passed","Tue May 09 21:17:11 GMT 2023","Tue May 09 21:17:17 GMT 2023","6757","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_chrome-https://impresso-expresso.netlify.app/]",""
"passed","Tue May 09 21:16:59 GMT 2023","Tue May 09 21:17:10 GMT 2023","10460","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_firefox-https://impresso-expresso.netlify.app/contact]",""
"passed","Tue May 09 21:16:15 GMT 2023","Tue May 09 21:16:24 GMT 2023","8934","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_firefox-https://impresso-expresso.netlify.app/about]",""
"passed","Mon May 08 09:36:28 GMT 2023","Mon May 08 09:36:33 GMT 2023","5551","tests","test_footer_functionality","","","","test_footer_link_to_contacts[https://impresso-expresso.netlify.app/about]",""
"passed","Tue May 09 21:21:17 GMT 2023","Tue May 09 21:21:28 GMT 2023","10970","tests","test_our_menu_page","","","","test_check_bagels_button[setup_browser_firefox]",""
"passed","Tue May 09 21:16:56 GMT 2023","Tue May 09 21:17:02 GMT 2023","6842","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_chrome-https://impresso-expresso.netlify.app/about]",""
"passed","Mon May 08 09:36:01 GMT 2023","Mon May 08 09:36:06 GMT 2023","5321","tests","test_footer_functionality","","","","test_footer_link_to_contacts[https://impresso-expresso.netlify.app/]",""
"passed","Tue May 09 21:20:35 GMT 2023","Tue May 09 21:20:47 GMT 2023","11109","tests","test_our_menu_page","","","","test_check_soups_button[setup_browser_firefox]",""
"passed","Tue May 09 21:14:12 GMT 2023","Tue May 09 21:14:27 GMT 2023","15089","tests","test_cart_functionality","","","","test_check_name[setup_browser_chrome]",""
"passed","Tue May 09 21:15:39 GMT 2023","Tue May 09 21:15:45 GMT 2023","6136","tests","test_footer_functionality","","","","test_footer_link_to_home[setup_browser_chrome-https://impresso-expresso.netlify.app/contact]",""
