"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 18 12:26:41 GMT 2023","Tue Jul 18 12:26:49 GMT 2023","8578","tests","test_footer_functionality","","","","test_footer_link_to_contacts[setup_browser_firefox-https://impresso-expresso.netlify.app/about]",""
"broken","Tue Jul 18 12:26:07 GMT 2023","Tue Jul 18 12:26:11 GMT 2023","4193","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_chrome-https://impresso-expresso.netlify.app/about]",""
"broken","Tue Jul 18 12:24:59 GMT 2023","Tue Jul 18 12:25:01 GMT 2023","1940","tests","test_cart_functionality","","","","test_check_city[setup_browser_chrome]",""
"broken","Tue Jul 18 12:27:40 GMT 2023","Tue Jul 18 12:27:44 GMT 2023","4048","tests","test_our_menu_page","","","","test_check_coffee_button[setup_browser_firefox]",""
"broken","Tue Jul 18 12:25:49 GMT 2023","Tue Jul 18 12:25:52 GMT 2023","3619","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_chrome-https://impresso-expresso.netlify.app/contact]",""
"broken","Tue Jul 18 12:25:33 GMT 2023","Tue Jul 18 12:25:37 GMT 2023","3684","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_chrome-https://impresso-expresso.netlify.app/]",""
"broken","Tue Jul 18 12:25:13 GMT 2023","Tue Jul 18 12:25:20 GMT 2023","6775","tests","test_cart_functionality","","","","test_check_company_name[setup_browser_firefox]",""
"broken","Tue Jul 18 12:25:37 GMT 2023","Tue Jul 18 12:25:40 GMT 2023","3399","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_chrome-https://impresso-expresso.netlify.app/menu]",""
"passed","Mon May 08 09:32:25 GMT 2023","Mon May 08 09:32:27 GMT 2023","2643","tests","test_navigation_menu","Tests","","","test_go_to_home_page",""
"broken","Tue Jul 18 12:27:36 GMT 2023","Tue Jul 18 12:27:42 GMT 2023","5708","tests","test_our_menu_page","","","","test_check_bakery_button[setup_browser_firefox]",""
"broken","Tue Jul 18 12:26:11 GMT 2023","Tue Jul 18 12:26:15 GMT 2023","3335","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_chrome-https://impresso-expresso.netlify.app/contact]",""
"broken","Tue Jul 18 12:27:12 GMT 2023","Tue Jul 18 12:27:15 GMT 2023","2237","tests","test_our_menu_page","","","","test_check_soups_button[setup_browser_chrome]",""
