"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 03 06:15:03 GMT 2023","Sat Jun 03 06:15:20 GMT 2023","17152","tests","test_cart_functionality","","","","test_privacy_display[setup_browser_firefox]",""
"broken","Sat Jun 03 06:19:34 GMT 2023","Sat Jun 03 06:19:40 GMT 2023","6607","tests","test_home_page","","","","test_titles_visibility[setup_browser_firefox]",""
"passed","Sat Jun 03 06:19:03 GMT 2023","Sat Jun 03 06:19:09 GMT 2023","6256","tests","test_footer_functionality","","","","test_footer_link_to_info[setup_browser_chrome-https://impresso-expresso.netlify.app/contact]",""
"passed","Sat Jun 03 06:19:08 GMT 2023","Sat Jun 03 06:19:18 GMT 2023","10122","tests","test_footer_functionality","","","","test_footer_link_to_info[setup_browser_firefox-https://impresso-expresso.netlify.app/contact]",""
"passed","Sat Jun 03 06:20:13 GMT 2023","Sat Jun 03 06:20:19 GMT 2023","5655","tests","test_navigation_menu","Tests","","","test_go_to_products_page[setup_browser_chrome]",""
"passed","Mon May 08 09:32:27 GMT 2023","Mon May 08 09:32:30 GMT 2023","3446","tests","test_footer_functionality","","","","test_footer_visibility[https://impresso-expresso.netlify.app/menu]",""
"passed","Sat Jun 03 06:16:15 GMT 2023","Sat Jun 03 06:16:30 GMT 2023","15310","tests","test_cart_functionality","","","","test_check_postal_code[setup_browser_chrome]",""
"passed","Sat Jun 03 06:21:38 GMT 2023","Sat Jun 03 06:21:49 GMT 2023","11371","tests","test_our_menu_page","","","","test_check_tea_button[setup_browser_firefox]",""
"passed","Sat Jun 03 06:17:14 GMT 2023","Sat Jun 03 06:17:20 GMT 2023","6276","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_chrome-https://impresso-expresso.netlify.app/about]",""
"passed","Sat Jun 03 06:16:55 GMT 2023","Sat Jun 03 06:17:00 GMT 2023","5568","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_chrome-https://impresso-expresso.netlify.app/]",""
"passed","Mon May 08 09:32:42 GMT 2023","Mon May 08 09:32:45 GMT 2023","3049","tests","test_footer_functionality","","","","test_footer_visibility[https://impresso-expresso.netlify.app/about]",""
"passed","Mon May 08 09:36:36 GMT 2023","Mon May 08 09:36:42 GMT 2023","5284","tests","test_footer_functionality","","","","test_footer_link_to_contacts[https://impresso-expresso.netlify.app/contact]",""
"passed","Mon May 08 09:34:18 GMT 2023","Mon May 08 09:34:23 GMT 2023","5253","tests","test_footer_functionality","","","","test_footer_link_to_menu[https://impresso-expresso.netlify.app/about]",""
"passed","Sat Jun 03 06:20:01 GMT 2023","Sat Jun 03 06:20:07 GMT 2023","5673","tests","test_navigation_menu","Tests","","","test_go_to_home_page[setup_browser_chrome]",""
"passed","Sat Jun 03 06:16:36 GMT 2023","Sat Jun 03 06:16:44 GMT 2023","8456","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_firefox-https://impresso-expresso.netlify.app/]",""
"passed","Sat Jun 03 06:21:35 GMT 2023","Sat Jun 03 06:21:42 GMT 2023","6405","tests","test_our_menu_page","","","","test_check_coffee_button[setup_browser_chrome]",""
"passed","Sat Jun 03 06:21:04 GMT 2023","Sat Jun 03 06:21:17 GMT 2023","12902","tests","test_our_menu_page","","","","test_check_breakfast_sandwiches_button[setup_browser_firefox]",""
"passed","Sat Jun 03 06:17:07 GMT 2023","Sat Jun 03 06:17:14 GMT 2023","6434","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_chrome-https://impresso-expresso.netlify.app/products]",""
"passed","Sat Jun 03 06:20:42 GMT 2023","Sat Jun 03 06:20:49 GMT 2023","7080","tests","test_our_menu_page","","","","test_check_soups_button[setup_browser_chrome]",""
"passed","Sat Jun 03 06:16:20 GMT 2023","Sat Jun 03 06:16:40 GMT 2023","19555","tests","test_cart_functionality","","","","test_check_email[setup_browser_firefox]",""
"passed","Sat Jun 03 06:16:03 GMT 2023","Sat Jun 03 06:16:20 GMT 2023","17797","tests","test_cart_functionality","","","","test_check_email[setup_browser_chrome]",""
