"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 19 03:19:10 GMT 2023","Fri May 19 03:22:11 GMT 2023","181101","tests","test_cart_functionality","","","","test_check_province[setup_browser_firefox]",""
"passed","Fri May 19 03:12:42 GMT 2023","Fri May 19 03:13:06 GMT 2023","24483","tests","test_cart_functionality","","","","test_previous_step[setup_browser_firefox]",""
"passed","Fri May 19 03:17:42 GMT 2023","Fri May 19 03:17:53 GMT 2023","11612","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_firefox-https://impresso-expresso.netlify.app/contact]",""
"passed","Fri May 19 03:20:26 GMT 2023","Fri May 19 03:20:31 GMT 2023","5257","tests","test_our_menu_page","","","","test_check_bakery_button[setup_browser_chrome]",""
"passed","Fri May 19 03:19:09 GMT 2023","Fri May 19 03:19:15 GMT 2023","5914","tests","test_navigation_menu","Tests","","","test_go_to_contactus_page[setup_browser_chrome]",""
"passed","Fri May 19 03:19:55 GMT 2023","Fri May 19 03:20:08 GMT 2023","12967","tests","test_our_menu_page","","","","test_check_salads_button[setup_browser_firefox]",""
"passed","Fri May 19 03:19:06 GMT 2023","Fri May 19 03:19:18 GMT 2023","11272","tests","test_navigation_menu","Tests","","","test_go_to_our_menu_page[setup_browser_firefox]",""
"passed","Fri May 19 03:18:01 GMT 2023","Fri May 19 03:18:13 GMT 2023","12040","tests","test_footer_functionality","","","","test_footer_link_to_info[setup_browser_firefox-https://impresso-expresso.netlify.app/products]",""
"passed","Fri May 19 03:16:38 GMT 2023","Fri May 19 03:16:45 GMT 2023","7658","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_chrome-https://impresso-expresso.netlify.app/products]",""
"passed","Mon May 08 09:32:18 GMT 2023","Mon May 08 09:32:20 GMT 2023","1911","tests","test_navigation_menu","Tests","","","test_menu_is_visible",""
"passed","Fri May 19 03:14:57 GMT 2023","Fri May 19 03:15:24 GMT 2023","26398","tests","test_cart_functionality","","","","test_check_email[setup_browser_firefox]",""
"passed","Mon May 08 09:32:18 GMT 2023","Mon May 08 09:32:22 GMT 2023","4093","tests","test_footer_functionality","","","","test_footer_visibility[https://impresso-expresso.netlify.app/]",""
"passed","Fri May 19 03:13:00 GMT 2023","Fri May 19 03:13:24 GMT 2023","24169","tests","test_cart_functionality","","","","test_check_street_address[setup_browser_firefox]",""
"passed","Fri May 19 03:18:57 GMT 2023","Fri May 19 03:19:03 GMT 2023","5614","tests","test_navigation_menu","Tests","","","test_go_to_our_menu_page[setup_browser_chrome]",""
"passed","Fri May 19 03:14:02 GMT 2023","Fri May 19 03:14:17 GMT 2023","15298","tests","test_cart_functionality","","","","test_check_city[setup_browser_chrome]",""
