"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jul 27 21:11:05 GMT 2023","Thu Jul 27 21:11:09 GMT 2023","4042","tests","test_footer_functionality","","","","test_footer_link_to_home[setup_browser_chrome-https://impresso-expresso.netlify.app/menu]",""
"broken","Thu Jul 27 21:10:27 GMT 2023","Thu Jul 27 21:10:29 GMT 2023","2487","tests","test_contact_us_page","","","","test_check_description_contact_us[setup_browser_chrome]",""
"broken","Thu Jul 27 21:11:23 GMT 2023","Thu Jul 27 21:11:33 GMT 2023","10362","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_firefox-https://impresso-expresso.netlify.app/about]",""
"broken","Thu Jul 27 21:12:51 GMT 2023","Thu Jul 27 21:12:54 GMT 2023","2588","tests","test_our_menu_page","","","","test_check_smoothies_button[setup_browser_chrome]",""
"broken","Thu Jul 27 21:11:02 GMT 2023","Thu Jul 27 21:11:05 GMT 2023","3512","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_chrome-https://impresso-expresso.netlify.app/products]",""
"broken","Thu Jul 27 21:09:18 GMT 2023","Thu Jul 27 21:09:20 GMT 2023","2422","tests","test_cart_functionality","","","","test_check_street_address_2[setup_browser_chrome]",""
"broken","Thu Jul 27 21:09:46 GMT 2023","Thu Jul 27 21:09:48 GMT 2023","2008","tests","test_cart_functionality","","","","test_check_company_name[setup_browser_chrome]",""
"broken","Thu Jul 27 21:13:02 GMT 2023","Thu Jul 27 21:13:05 GMT 2023","2336","tests","test_our_menu_page","","","","test_check_tea_button[setup_browser_chrome]",""
"broken","Thu Jul 27 21:11:12 GMT 2023","Thu Jul 27 21:11:15 GMT 2023","3886","tests","test_footer_functionality","","","","test_footer_link_to_info[setup_browser_chrome-https://impresso-expresso.netlify.app/contact]",""
"passed","Mon May 08 09:33:35 GMT 2023","Mon May 08 09:33:41 GMT 2023","5270","tests","test_footer_functionality","","","","test_footer_link_to_home[https://impresso-expresso.netlify.app/about]",""
"broken","Thu Jul 27 21:10:23 GMT 2023","Thu Jul 27 21:10:28 GMT 2023","5017","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_chrome-https://impresso-expresso.netlify.app/products]",""
"broken","Thu Jul 27 21:11:06 GMT 2023","Thu Jul 27 21:11:10 GMT 2023","4204","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_chrome-https://impresso-expresso.netlify.app/about]",""
"passed","Mon May 08 09:36:36 GMT 2023","Mon May 08 09:36:42 GMT 2023","5284","tests","test_footer_functionality","","","","test_footer_link_to_contacts[https://impresso-expresso.netlify.app/contact]",""
"passed","Mon May 08 09:36:28 GMT 2023","Mon May 08 09:36:33 GMT 2023","5551","tests","test_footer_functionality","","","","test_footer_link_to_contacts[https://impresso-expresso.netlify.app/about]",""
"broken","Thu Jul 27 21:10:51 GMT 2023","Thu Jul 27 21:11:01 GMT 2023","10107","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_firefox-https://impresso-expresso.netlify.app/menu]",""
"broken","Thu Jul 27 21:09:30 GMT 2023","Thu Jul 27 21:09:33 GMT 2023","2291","tests","test_cart_functionality","","","","test_check_name[setup_browser_chrome]",""
"broken","Thu Jul 27 21:12:14 GMT 2023","Thu Jul 27 21:12:17 GMT 2023","3012","tests","test_navigation_menu","Tests","","","test_go_to_products_page[setup_browser_chrome]",""
