"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 26 12:26:27 GMT 2023","Mon Jun 26 12:26:37 GMT 2023","9818","tests","test_about_us_page","","","","test_check_block_2[setup_browser_firefox]",""
"broken","Mon Jun 26 12:26:43 GMT 2023","Mon Jun 26 12:26:52 GMT 2023","9010","tests","test_cart_functionality","","","","test_check_city[setup_browser_firefox]",""
"broken","Mon Jun 26 12:29:14 GMT 2023","Mon Jun 26 12:29:23 GMT 2023","8962","tests","test_navigation_menu","Tests","","","test_go_to_about_page[setup_browser_firefox]",""
"broken","Mon Jun 26 12:26:24 GMT 2023","Mon Jun 26 12:26:27 GMT 2023","2727","tests","test_about_us_page","","","","test_check_block_2[setup_browser_chrome]",""
"broken","Mon Jun 26 12:27:30 GMT 2023","Mon Jun 26 12:27:41 GMT 2023","11053","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_firefox-https://impresso-expresso.netlify.app/products]",""
"broken","Mon Jun 26 12:29:41 GMT 2023","Mon Jun 26 12:29:49 GMT 2023","8656","tests","test_our_menu_page","","","","test_check_bakery_button[setup_browser_firefox]",""
"passed","Mon May 08 09:35:16 GMT 2023","Mon May 08 09:35:23 GMT 2023","6066","tests","test_footer_functionality","","","","test_footer_link_to_info[https://impresso-expresso.netlify.app/]",""
"broken","Mon Jun 26 12:29:15 GMT 2023","Mon Jun 26 12:29:17 GMT 2023","2464","tests","test_home_page","","","","test_titles_visibility[setup_browser_chrome]",""
"broken","Mon Jun 26 12:27:51 GMT 2023","Mon Jun 26 12:28:01 GMT 2023","9506","tests","test_footer_functionality","","","","test_footer_link_to_menu[setup_browser_firefox-https://impresso-expresso.netlify.app/menu]",""
"broken","Mon Jun 26 12:29:03 GMT 2023","Mon Jun 26 12:29:12 GMT 2023","9003","tests","test_home_page","","","","test_titles_visibility[setup_browser_firefox]",""
