"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 09 00:39:29 GMT 2023","Tue May 09 00:39:50 GMT 2023","20435","tests","test_cart_functionality","","","","test_check_street_address_2[setup_browser_firefox]",""
"passed","Tue May 09 00:41:54 GMT 2023","Tue May 09 00:42:03 GMT 2023","9459","tests","test_footer_functionality","","","","test_footer_link_to_home[setup_browser_firefox-https://impresso-expresso.netlify.app/contact]",""
"passed","Tue May 09 00:39:13 GMT 2023","Tue May 09 00:39:30 GMT 2023","16476","tests","test_cart_functionality","","","","test_check_name[setup_browser_chrome]",""
"broken","Mon May 08 09:32:57 GMT 2023","Mon May 08 09:33:00 GMT 2023","2330","tests","test_navigation_menu","Tests","","","test_go_to_cart_page",""
"passed","Tue May 09 00:40:55 GMT 2023","Tue May 09 00:43:46 GMT 2023","170618","tests","test_cart_functionality","","","","test_check_province[setup_browser_chrome]",""
"passed","Tue May 09 00:40:38 GMT 2023","Tue May 09 00:40:54 GMT 2023","16368","tests","test_cart_functionality","","","","test_check_postal_code[setup_browser_firefox]",""
"passed","Tue May 09 00:43:43 GMT 2023","Tue May 09 00:43:51 GMT 2023","8109","tests","test_footer_functionality","","","","test_footer_link_to_info[setup_browser_chrome-https://impresso-expresso.netlify.app/products]",""
"passed","Tue May 09 00:43:59 GMT 2023","Tue May 09 00:44:12 GMT 2023","13547","tests","test_footer_functionality","","","","test_footer_link_to_info[setup_browser_firefox-https://impresso-expresso.netlify.app/contact]",""
"passed","Tue May 09 00:41:00 GMT 2023","Tue May 09 00:41:07 GMT 2023","6464","tests","test_footer_functionality","","","","test_footer_visibility[setup_browser_firefox-https://impresso-expresso.netlify.app/menu]",""
"passed","Mon May 08 09:34:18 GMT 2023","Mon May 08 09:34:23 GMT 2023","5253","tests","test_footer_functionality","","","","test_footer_link_to_menu[https://impresso-expresso.netlify.app/about]",""
"passed","Mon May 08 09:32:57 GMT 2023","Mon May 08 09:33:04 GMT 2023","7094","tests","test_footer_functionality","","","","test_footer_link_to_home[https://impresso-expresso.netlify.app/]",""
"passed","Tue May 09 00:42:53 GMT 2023","Tue May 09 00:43:00 GMT 2023","7361","tests","test_footer_functionality","","","","test_footer_link_to_products[setup_browser_chrome-https://impresso-expresso.netlify.app/products]",""
"passed","Mon May 08 09:33:35 GMT 2023","Mon May 08 09:33:41 GMT 2023","5270","tests","test_footer_functionality","","","","test_footer_link_to_home[https://impresso-expresso.netlify.app/about]",""
"passed","Tue May 09 00:44:10 GMT 2023","Tue May 09 00:44:23 GMT 2023","13703","tests","test_footer_functionality","","","","test_footer_link_to_info[setup_browser_firefox-https://impresso-expresso.netlify.app/about]",""
"passed","Tue May 09 00:40:27 GMT 2023","Tue May 09 00:40:40 GMT 2023","13496","tests","test_cart_functionality","","","","test_check_street_address[setup_browser_chrome]",""
